pH,turbidity_ntu,tds_mg_l,temperature_c,dissolved_oxygen_mg_l,conductivity_us_cm,tds_conductivity_ratio,oxygen_temp_ratio
7.306650977914051,3.3251828607782112,315.5538015480551,23.01796779546648,6.593244118131842,575.3076787025245,0.5484957236442852,0.2864390191487895
6.836005562815827,2.692903304077096,265.3034797719754,22.813888071246872,6.400710059991607,544.891359867503,0.48689243271628896,0.28056199977848767
7.46265791853226,1.3021549682328142,288.9145200623106,29.63801355106194,7.390608841105096,620.866835595484,0.46534055855183143,0.24936248943850992
7.529197650736925,4.577248356800679,367.54327833003066,26.15601480965807,7.226668973765505,568.4453439248422,0.6465762843483259,0.2762909038840683
6.517137683971157,0.47414063066371853,320.2244968399967,24.25893169109462,5.735687607150705,641.7725187451136,0.4989688518700456,0.23643611681615223
6.744237172598189,1.4094699142058837,760.1346461832759,26.74551804374403,8.010410429107365,611.9423676646985,1.2421670509334244,0.2995047774361977
7.2447441411085505,5.349341238915527,370.25594316516424,17.62482678434609,6.91522488218425,672.1700452736959,0.5508367202147524,0.3923570408264195
7.089315092679747,2.1890870550213686,291.8868902826793,24.849032436256824,6.000162014305851,555.8796083906254,0.5250901200131194,0.24146461354974574
7.1941195948734995,1.3993098295577495,376.7186122722355,31.991299622316667,8.069905702918486,610.5259401493954,0.6170394859554249,0.25225313751520856
6.901434625349247,2.2190357599764083,348.41319525937956,25.463212772409353,7.563108014436539,489.28729269142144,0.7120830654376162,0.297020964402086
7.50778929120199,0.8916829971337012,227.38901848163908,25.237696092092673,5.861912207246878,459.85391884409944,0.4944809844248146,0.23226811931868446
7.472227177400132,1.5745840650025904,428.17285933896835,26.918449328747688,8.599464556231952,690.6767640418973,0.6199323353999424,0.31946359358256615
7.2231107441464255,1.882407471878206,282.44414421823126,28.13461835160021,7.592917631529573,541.6204676322689,0.5214798204598051,0.26987811018583485
7.594534422438811,1.7315922684179945,195.86784926111122,18.00886657488549,6.990823495937459,600.4880565862379,0.3261810907191325,0.3881878666193577
7.363628269788216,2.5693409328638372,241.62172178102733,19.111857313731406,8.431196925059602,532.3740014411391,0.45385710257630185,0.44115005604410784
6.899247637990867,2.101974238578895,243.42161294912586,25.736019518801513,7.143368005446677,461.3484349080036,0.5276307331521911,0.2775630473946475
7.329062774428875,2.4315608422137878,323.912998899315,22.497932033358715,6.974725232406371,521.0982892582401,0.6215967420664353,0.31001628158822003
6.864391089709851,1.3205114687814359,299.46121208403224,29.592088417769702,6.40572989558021,663.5994017767714,0.45126805612276333,0.21646765193272552
7.507457605457546,2.6960927591925365,294.73760242695556,23.896889635401717,7.523665395376371,575.5240074279424,0.5121204304650275,0.31483868863965214
7.182525931154812,3.7464483754989684,366.4776474111859,18.22914242500409,7.4289426705915815,348.8526840269541,1.0505226538055532,0.4075311113045909
7.135298172759159,1.163251825508691,345.4906520894528,20.56195129104601,7.01321212590074,498.47555434238456,0.693094473901017,0.3410771685348142
6.9616746594586205,1.2072241338098963,343.70359029832144,15.376133931292987,6.289012281519158,698.2293792704712,0.4922502554353015,0.40901128395610375
7.627889468535911,3.2834333114700827,350.7371342996519,24.180560619509805,7.116936868749466,498.6203138150044,0.703415253213652,0.294324725581724
7.1459146812759196,1.6514965401782322,366.2101001001679,24.34065555457466,6.937181092814076,339.95213082658194,1.0772401961703861,0.2850038725234859
7.050085262242913,3.3855158624199495,161.9034993666918,23.514380515763357,5.799873113139219,709.3048885422544,0.22825656777783077,0.24665217564422556
7.07675325732912,1.474981717132619,292.6671310801654,28.776076636604085,5.675368883808233,588.2392509812793,0.49753077611184354,0.19722524913590836
7.386308214943672,3.4644613784495935,156.48424516328944,29.194819427808426,7.508638040928792,512.9987141187199,0.30503827954444995,0.257190768365456
7.327905422527428,1.9097174180813936,322.70449450983466,24.40364051825361,4.65830051645348,482.85822639179315,0.6683214179061969,0.19088547518019414
7.344456414058596,2.0218028945312727,319.6525270831741,17.528572163831004,7.184869474265134,628.2351929791736,0.5088102841984066,0.40989473683946803
7.350787351052759,3.639730988478972,398.414920609226,27.160485531722905,6.569725248021558,465.8016599773807,0.8553316890896717,0.24188541255450866
7.949576660304661,1.529575047436815,409.07257945408406,26.943760799780016,8.177421946191918,634.8256424515988,0.6443857212104867,0.303499649026675
7.0577547442653845,1.178546290434957,335.20812861892756,26.082870495549308,6.5558786117615115,574.2195285724256,0.5837630243128316,0.25134804901478097
7.0207150448249624,1.4709857750134372,282.4729191952325,28.435179122578404,7.593535792826707,544.468192548735,0.5188051810206499,0.2670472290711616
6.915179545113243,11.031721055375876,356.3870834409303,20.923101662386358,6.642777542885987,534.5514805335596,0.66670301443222,0.31748531599537017
7.415592797901423,0.8897587525251193,280.4061772006765,32.03064385164799,7.102373338137529,502.5031963285822,0.5580186937105998,0.2217368271157031
7.595140302452312,2.3980324079655313,319.89555114174885,21.642002864003462,7.663152877828046,624.5640120209266,0.5121901758422649,0.3540870466556473
7.160118389820794,1.4124694732890157,393.9602237720576,27.62228024520299,6.583699855307878,433.4657167898166,0.9088613205438001,0.23834744260301366
6.9059452330631155,3.017118878342846,278.1671490507932,19.09428306955327,7.896899396048564,357.80748731697906,0.7774212639780983,0.41357401936920796
6.911431574508066,0.6128528184373633,380.4258979431876,21.744073594554823,6.1056719106041655,581.4440122892474,0.6542777806677961,0.2807970587504429
7.427707475738646,1.2634323012841362,370.80510265192265,30.307290263538675,7.265133558302542,583.1238328067147,0.6358942677186573,0.23971570850208584
7.460138959921205,0.8427170674185758,248.3906137151884,24.086850619497024,7.830375750509067,568.0241152511767,0.43728885278990604,0.32508923122439237
7.390103993906818,1.241081783125171,393.0420596163051,27.93972911796479,7.594033742611302,560.7728369618039,0.7008935413950452,0.27180055005359594
5.5,2.01221543267805,372.3924759028629,25.829343860517362,8.724800389061869,487.94596216624524,0.7631838457062325,0.3377863733657813
7.281256463073352,1.6605264380522833,327.64444155294933,24.632646453999396,6.312904614420406,598.7482704385525,0.5472156793254143,0.2562820290629159
7.240840033199255,1.6060323505474365,262.82574064792607,29.773476137264414,5.758765673786271,515.444187324546,0.5099014541460715,0.19341932555126182
7.276541008855155,1.6755701120705095,255.55954860683227,24.17169411371835,6.105098402354392,471.2886439184822,0.542256962701261,0.25257221829931725
7.505000072281867,1.9725189349925971,279.6753067322733,18.767416623527854,2.203928709633281,488.81086877446,0.5721544355866544,0.11743378184881963
7.278258442071139,1.1433304447258748,360.694584746897,22.18865967816903,7.44813064084244,722.0639698775832,0.49953272811555494,0.33567285040522316
7.437619747075163,2.4740809737033436,248.32811244489517,26.92917105045593,7.092030993682674,346.50239179545673,0.7166707022082703,0.26335868194363155
7.223652674321112,2.4253754849932827,352.8134186464902,26.38428187226878,5.989338655803583,569.9788104295799,0.6189939208101137,0.22700404296766866
7.301191789541495,2.140530588486912,226.86833533412056,19.51529612417597,7.6901805639961545,352.0889572376283,0.6443494766608227,0.39405912752045785
7.420950879043489,2.3122630357807203,304.6948561670863,22.464801182071298,5.897765700114514,509.1766661677027,0.5984069506962282,0.26253362548436
6.689995463050517,2.056848105610738,328.22358159305065,22.963975277792137,8.04305462413921,476.6372514845812,0.6886234354757905,0.35024661570322446
7.088115074274945,4.4977157245612425,503.38476087941876,23.720856420600214,9.571694580825879,311.4971703320122,1.6160171225404114,0.4035138702881489
7.0353695709975215,1.7308182748519476,216.70132583597245,20.18430243989457,7.329806031914395,558.9037590433763,0.3877256546044349,0.3631438863810783
6.976392753114831,1.5676837580211127,430.40109248676004,22.800701121581824,7.524797322091969,481.9961937807804,0.892955376080238,0.3300248216915326
7.1037002120706605,1.282356311207598,728.7239983079012,22.449863301591655,6.556426207993996,310.0793657438756,2.350120900691678,0.29204748910560885
7.723229458932039,1.1311880624889379,350.83789385119724,27.70036640916672,5.3708080110218654,603.9568090774252,0.5808989791623014,0.1938894212332345
6.896959109507365,1.0281636638919884,328.8760935041153,27.831924588465853,6.4575525732728,663.5006177988935,0.4956681044173457,0.23201962022953124
7.538897424107018,1.2066258057380657,353.35451136464246,24.489663396689146,6.016394283011126,669.0124342296572,0.5281733093219964,0.245670762621609
6.610995579934468,1.7436497835883578,308.47361717284866,23.62786071445244,5.697695881226486,555.8956440651472,0.5549128158606288,0.2411431127889365
7.082790239504979,2.092206964523954,429.0537636093094,25.489735092136897,8.550123947796084,524.6058138577115,0.8178593379555671,0.3354340057631135
7.256963572786752,1.8419054220231408,285.76466418314584,22.141987123905487,7.245576266223195,652.8156620895797,0.4377417405526846,0.3272324306611372
7.4051778159757475,1.275445832526194,404.91759291344357,20.986087712413955,7.341718822552585,688.2383585340099,0.5883391820472532,0.34983742197025697
7.4489293029275,2.698968650420527,271.6724659840233,21.709225768759993,6.721879871323376,633.3568702875625,0.42894058425651255,0.3096324089547355
7.477671532319974,2.5106015039391636,315.4811115199035,22.7781539260999,6.844416025800907,425.8462397770199,0.7408333855080994,0.3004815951286714
7.077946224713047,1.6752207146931857,239.60280857823358,20.92784170072705,7.8680956140154,540.1344853214922,0.44359842796488014,0.375963069987387
7.038176872567401,1.341749554174383,354.126779026064,25.56720845672006,6.970896593174306,563.9516144291429,0.6279382308081998,0.27264989077609225
7.500291558440004,2.3038444540128915,428.38444676949007,27.55400485824298,7.47762454422226,339.0383031082771,1.2635281702453511,0.27138067887744
7.133043486291435,1.9588837178155492,314.19828651343596,19.445155947206153,6.823596131939485,566.9360659620775,0.5542040899801439,0.3509149605416195
6.753509786831728,0.9381263835100183,305.2335725972068,25.087950489256116,6.692062398341157,747.2991825979389,0.40844895820182936,0.26674408502229086
6.803349475098782,1.7457697043305753,236.4037277699055,24.230224716567825,5.733777250958324,583.9936165800791,0.4048053284457246,0.23663739474268092
6.878191699899436,2.025269504481004,302.8030509835769,26.19528039937881,5.220025843869585,667.3413081441756,0.4537454032714514,0.1992735242487945
7.374006260418818,1.2007231628407788,200.54043052088542,24.954714311637442,6.764594289040239,538.2914730128705,0.3725498927160054,0.2710748039253497
7.249849007624698,1.9605326404964678,251.53415099608796,19.91240252023929,7.050847022793909,512.6781676016178,0.4906277795537908,0.354093234888523
7.441669873923719,0.9353042014497522,337.00895345818515,20.58163745399992,5.842482966962088,558.1271390080975,0.603821118709828,0.2838687145286701
7.050461573782213,3.2840269890652904,418.9259898306047,25.102982514547403,6.96897262146883,438.41733520155674,0.9555415723650819,0.27761532389349547
7.25548889187685,3.156185436843799,530.6908145922127,28.600733219109284,7.048377306691452,423.62248127656113,1.2527446914361287,0.24644044097380524
7.418956637888568,1.6066541749965872,276.00611861968247,17.250344201349492,5.059592794546559,646.6304557169366,0.4268374868202999,0.29330387472214886
7.091728711097916,2.119841065838916,427.64751174840796,26.21004302930553,6.176387806468449,657.2342342866518,0.6506774745423411,0.23564966297699744
7.359871333145094,0.6085487713106428,338.2814360301236,29.163677018506753,7.366537504361922,420.889368441265,0.8037300568625094,0.252592891482348
6.968325920626672,1.069755607075013,308.6564264940218,24.464409433278256,7.348352856456169,616.7998804553864,0.5004158338457186,0.30036910870451705
7.072931153702225,1.5770975291945122,352.4445838794614,26.925708736092542,5.961692575240216,511.3040024393979,0.6893053490642971,0.22141265188867137
7.066391737100585,1.1110736557448835,324.64373627599696,22.539258216857693,7.142603245449761,553.980857449043,0.5860197729049849,0.3168961097445356
6.781456124043836,2.482497430983039,328.2796794209164,24.582218302530933,7.920166502824425,566.0218639435063,0.5799770297454118,0.3221908781929978
7.370440368274954,4.421902811271952,289.3750127879998,19.32680268592147,7.699365663091808,619.4350468124319,0.4671595743203469,0.3983776203551961
7.035709180929047,1.0600436019137882,215.14177551508618,16.794798420533944,6.9142427916874585,528.2718201863189,0.40725582416871436,0.4116895373530562
7.20437294155469,1.234823608882935,204.22810981084388,28.299680304288465,6.578821318008137,661.0161995301936,0.30896082419159415,0.232469810516241
7.368261330617068,2.0011828498088495,368.993366246092,21.552517752964455,6.433589964098946,550.9412839759925,0.6697508009985526,0.2985075821693284
7.35628591161048,3.716524404639926,299.2474932435715,23.405652542487992,7.421037804618692,582.4184272469532,0.5138015544221209,0.31706177775421446
7.432884788140475,1.0384385848483164,275.2933325257875,20.147452113554323,7.175593575828599,436.67374084627534,0.6304325329759193,0.3561538965515731
7.165530080421702,2.0134565463821548,320.63792200423654,20.065106039206434,7.566463605491981,735.8659010704835,0.43572874016556024,0.37709562016305354
7.051845590784547,4.085201883466416,379.6199189686721,24.39156804966884,7.118686431809037,566.9824923204966,0.6695443406285735,0.29185029914080024
